Image File,Comment [Bivalent path],Bivalent length in microns,Pachytene stage,Good trace? (y/n)
hei10+-_25.2.20_plant2_slide1_image20,1,46.0606,mid,y
hei10+-_25.2.20_plant2_slide1_image20,2,52.6259,mid,y
hei10+-_25.2.20_plant2_slide1_image20,3,47.9205,mid,y
hei10+-_25.2.20_plant2_slide1_image20,4,70.975,mid,y
hei10+-_25.2.20_plant2_slide1_image20,5,65.2657,mid,y
hei10+-_25.2.20_plant2_slide1_image21,1,45.2931,mid,y
hei10+-_25.2.20_plant2_slide1_image21,2,44.2959,mid,n
hei10+-_25.2.20_plant2_slide1_image21,3,41.8345,mid,y
hei10+-_25.2.20_plant2_slide1_image21,4,69.8274,mid,n
hei10+-_25.2.20_plant2_slide1_image21,5,74.6455,mid,n
hei10+-_25.2.20_plant2_slide1_image21,1,39.1898,mid,n
hei10+-_25.2.20_plant2_slide1_image21,2,46.3303,mid,n
hei10+-_25.2.20_plant2_slide1_image21,3,61.4842,mid,y
hei10+-_25.2.20_plant2_slide1_image21,4,54.2118,mid,n
hei10+-_25.2.20_plant2_slide1_image21,5,37.4852,mid,y
